sid,id,minority,female,ses,mathach,size,catholic,pracad,disclim,himinty,meanses
S1047,2467,other,male,-0.848,10.811,488,public,0.23,0.207,0,-0.324
S1048,2467,other,female,-0.308,10.838,488,public,0.23,0.207,0,-0.324
S1049,2467,other,male,-0.358,15.614,488,public,0.23,0.207,0,-0.324
S1050,2467,other,female,-0.648,0.462,488,public,0.23,0.207,0,-0.324
S1051,2467,other,female,0.382,23.126,488,public,0.23,0.207,0,-0.324
S1052,2467,other,female,-0.108,0.436,488,public,0.23,0.207,0,-0.324
S1053,2467,other,male,-0.458,20.276,488,public,0.23,0.207,0,-0.324
S1054,2467,other,male,0.702,11.854,488,public,0.23,0.207,0,-0.324
S1055,2467,other,female,-0.428,11.796,488,public,0.23,0.207,0,-0.324
S1056,2467,other,female,-1.158,6.681,488,public,0.23,0.207,0,-0.324
S1057,2467,other,female,-0.138,14.965,488,public,0.23,0.207,0,-0.324
S1058,2467,other,female,-0.598,19.048,488,public,0.23,0.207,0,-0.324
S1059,2467,other,male,-0.018,-0.15,488,public,0.23,0.207,0,-0.324
S1060,2467,other,male,-0.298,5.794,488,public,0.23,0.207,0,-0.324
S1061,2467,other,male,-0.808,7.854,488,public,0.23,0.207,0,-0.324
S1062,2467,other,female,-0.278,13.718,488,public,0.23,0.207,0,-0.324
S1063,2467,other,male,-1.018,5.509,488,public,0.23,0.207,0,-0.324
S1064,2467,other,male,0.272,23.294,488,public,0.23,0.207,0,-0.324
S1065,2467,other,male,0.542,-2.422,488,public,0.23,0.207,0,-0.324
S1066,2467,other,male,-0.348,17.691,488,public,0.23,0.207,0,-0.324
S1067,2467,other,male,-0.678,3.031,488,public,0.23,0.207,0,-0.324
S1068,2467,other,male,-0.748,9.067,488,public,0.23,0.207,0,-0.324
S1069,2467,other,female,-0.218,17.59,488,public,0.23,0.207,0,-0.324
S1070,2467,other,female,0.532,16.866,488,public,0.23,0.207,0,-0.324
S1071,2467,other,female,-0.798,2.851,488,public,0.23,0.207,0,-0.324
S1072,2467,other,male,0.402,7.268,488,public,0.23,0.207,0,-0.324
S1073,2467,other,male,-0.478,14.486,488,public,0.23,0.207,0,-0.324
S1074,2467,other,female,-0.588,24.012,488,public,0.23,0.207,0,-0.324
S1075,2467,other,male,-0.308,7.056,488,public,0.23,0.207,0,-0.324
S1076,2467,other,female,-0.358,12.031,488,public,0.23,0.207,0,-0.324
S1077,2467,other,male,0.122,7.003,488,public,0.23,0.207,0,-0.324
S1078,2467,other,female,-0.658,7.262,488,public,0.23,0.207,0,-0.324
S1079,2467,other,male,-0.658,14.525,488,public,0.23,0.207,0,-0.324
S1080,2467,other,female,-0.598,4.076,488,public,0.23,0.207,0,-0.324
S1081,2467,other,female,-0.908,5.191,488,public,0.23,0.207,0,-0.324
S1082,2467,other,male,0.282,16.51,488,public,0.23,0.207,0,-0.324
S1083,2467,other,male,1.022,17.246,488,public,0.23,0.207,0,-0.324
S1084,2467,other,male,-1.068,3.678,488,public,0.23,0.207,0,-0.324
S1085,2467,other,male,0.062,0.861,488,public,0.23,0.207,0,-0.324
S1086,2467,other,male,-1.368,-0.26,488,public,0.23,0.207,0,-0.324
S1087,2467,other,male,-0.248,14.484,488,public,0.23,0.207,0,-0.324
S1088,2467,other,female,-0.118,10.623,488,public,0.23,0.207,0,-0.324
S1089,2467,other,female,-0.158,2.669,488,public,0.23,0.207,0,-0.324
S1090,2467,other,male,-0.528,18.706,488,public,0.23,0.207,0,-0.324
S1091,2467,other,female,-0.208,9.273,488,public,0.23,0.207,0,-0.324
S1092,2467,other,female,-0.308,19.114,488,public,0.23,0.207,0,-0.324
S1093,2467,other,female,0.212,8.125,488,public,0.23,0.207,0,-0.324
S1094,2467,other,male,0.062,6.415,488,public,0.23,0.207,0,-0.324
S1095,2467,other,female,-0.678,13.456,488,public,0.23,0.207,0,-0.324
S1096,2467,other,female,-0.618,4.667,488,public,0.23,0.207,0,-0.324
S1097,2467,other,female,-0.238,5.316,488,public,0.23,0.207,0,-0.324
S1098,2526,other,female,-0.528,19.112,572,catholic,0.97,-2.154,0,0.333
S1099,2526,other,female,0.522,16.9,572,catholic,0.97,-2.154,0,0.333
S1100,2526,other,female,0.692,19.698,572,catholic,0.97,-2.154,0,0.333
S1101,2526,other,female,0.412,17.776,572,catholic,0.97,-2.154,0,0.333
S1102,2526,other,female,0.852,20.733,572,catholic,0.97,-2.154,0,0.333
S1103,2526,other,female,0.752,10.941,572,catholic,0.97,-2.154,0,0.333
S1104,2526,other,female,1.222,18.86,572,catholic,0.97,-2.154,0,0.333
S1105,2526,other,female,0.172,18.392,572,catholic,0.97,-2.154,0,0.333
S1106,2526,other,female,-0.668,12.087,572,catholic,0.97,-2.154,0,0.333
S1107,2526,other,female,-0.258,16.605,572,catholic,0.97,-2.154,0,0.333
S1108,2526,other,female,-0.028,12.09,572,catholic,0.97,-2.154,0,0.333
S1109,2526,other,female,1.122,24.993,572,catholic,0.97,-2.154,0,0.333
S1110,2526,other,female,0.632,21.453,572,catholic,0.97,-2.154,0,0.333
S1111,2526,other,female,-0.358,17.178,572,catholic,0.97,-2.154,0,0.333
S1112,2526,other,female,-0.118,19.963,572,catholic,0.97,-2.154,0,0.333
S1113,2526,other,female,0.142,16.036,572,catholic,0.97,-2.154,0,0.333
S1114,2526,other,female,1.122,18.227,572,catholic,0.97,-2.154,0,0.333
S1115,2526,other,female,-0.588,22.412,572,catholic,0.97,-2.154,0,0.333
S1116,2526,other,female,0.842,17.262,572,catholic,0.97,-2.154,0,0.333
S1117,2526,other,female,-0.188,12.712,572,catholic,0.97,-2.154,0,0.333
S1118,2526,other,female,0.232,22.841,572,catholic,0.97,-2.154,0,0.333
S1119,2526,other,female,-0.168,22.437,572,catholic,0.97,-2.154,0,0.333
S1120,2526,other,female,1.512,17.212,572,catholic,0.97,-2.154,0,0.333
S1121,2526,other,female,-0.298,11.594,572,catholic,0.97,-2.154,0,0.333
S1122,2526,other,female,0.812,17.008,572,catholic,0.97,-2.154,0,0.333
S1123,2526,other,female,-0.008,13.369,572,catholic,0.97,-2.154,0,0.333
S1124,2526,other,female,0.032,19.47,572,catholic,0.97,-2.154,0,0.333
S1125,2526,other,female,1.212,17.064,572,catholic,0.97,-2.154,0,0.333
S1126,2526,other,female,-0.348,21.537,572,catholic,0.97,-2.154,0,0.333
S1127,2526,other,female,0.212,11.453,572,catholic,0.97,-2.154,0,0.333
S1128,2526,other,female,1.292,12.838,572,catholic,0.97,-2.154,0,0.333
S1129,2526,other,female,0.532,10.81,572,catholic,0.97,-2.154,0,0.333
S1130,2526,other,female,0.262,16.602,572,catholic,0.97,-2.154,0,0.333
S1131,2526,other,female,0.512,22.387,572,catholic,0.97,-2.154,0,0.333
S1132,2526,other,female,0.202,9.628,572,catholic,0.97,-2.154,0,0.333
S1133,2526,other,female,0.552,14.569,572,catholic,0.97,-2.154,0,0.333
S1134,2526,other,female,0.352,22.381,572,catholic,0.97,-2.154,0,0.333
S1135,2526,other,female,-0.258,17.491,572,catholic,0.97,-2.154,0,0.333
S1136,2526,other,female,-0.428,20.592,572,catholic,0.97,-2.154,0,0.333
S1137,2526,other,female,1.262,11.739,572,catholic,0.97,-2.154,0,0.333
S1138,2526,other,female,-1.168,19.698,572,catholic,0.97,-2.154,0,0.333
S1139,2526,other,female,-0.408,15.184,572,catholic,0.97,-2.154,0,0.333
S1140,2526,other,female,0.472,18.236,572,catholic,0.97,-2.154,0,0.333
S1141,2526,other,female,0.492,2.81,572,catholic,0.97,-2.154,0,0.333
S1142,2526,other,female,1.152,23.59,572,catholic,0.97,-2.154,0,0.333
S1143,2526,other,female,0.702,24.247,572,catholic,0.97,-2.154,0,0.333
S1144,2526,other,female,0.842,22.039,572,catholic,0.97,-2.154,0,0.333
S1145,2526,other,female,0.192,22.541,572,catholic,0.97,-2.154,0,0.333
S1146,2526,other,female,0.932,12.738,572,catholic,0.97,-2.154,0,0.333
S1147,2526,other,female,0.422,18.77,572,catholic,0.97,-2.154,0,0.333
S1148,2526,other,female,0.762,9.843,572,catholic,0.97,-2.154,0,0.333
S1149,2526,other,female,0.562,11.436,572,catholic,0.97,-2.154,0,0.333
S1150,2526,other,female,0.802,12.841,572,catholic,0.97,-2.154,0,0.333
S1151,2526,other,female,1.022,22.354,572,catholic,0.97,-2.154,0,0.333
S1152,2526,other,female,-0.228,20.372,572,catholic,0.97,-2.154,0,0.333
S1153,2526,other,female,-0.708,7.359,572,catholic,0.97,-2.154,0,0.333
S1154,2526,minority,female,-0.428,21.511,572,catholic,0.97,-2.154,0,0.333
S1155,2626,other,female,0.492,11.331,2142,public,0.4,0.142,0,-0.059
S1156,2626,other,male,0.552,18.24,2142,public,0.4,0.142,0,-0.059
S1157,2626,other,female,-0.948,6.624,2142,public,0.4,0.142,0,-0.059
S1158,2626,other,female,-0.428,12.141,2142,public,0.4,0.142,0,-0.059
S1159,2626,other,female,0.112,15.039,2142,public,0.4,0.142,0,-0.059
S1160,2626,other,male,-0.948,14.276,2142,public,0.4,0.142,0,-0.059
S1161,2626,other,male,-0.028,24.993,2142,public,0.4,0.142,0,-0.059
S1162,2626,other,female,0.822,21.004,2142,public,0.4,0.142,0,-0.059
S1163,2626,other,male,-0.128,7.775,2142,public,0.4,0.142,0,-0.059
S1164,2626,other,male,0.772,9.463,2142,public,0.4,0.142,0,-0.059
S1165,2626,other,female,0.062,10.274,2142,public,0.4,0.142,0,-0.059
S1166,2626,other,male,-1.548,17.489,2142,public,0.4,0.142,0,-0.059
S1167,2626,other,female,-0.448,10.35,2142,public,0.4,0.142,0,-0.059
S1168,2626,other,male,-0.168,23.7,2142,public,0.4,0.142,0,-0.059
S1169,2626,other,female,-1.308,-2.544,2142,public,0.4,0.142,0,-0.059
S1170,2626,other,female,-0.138,11.136,2142,public,0.4,0.142,0,-0.059
S1171,2626,other,female,0.312,9.414,2142,public,0.4,0.142,0,-0.059
S1172,2626,other,male,0.702,18.085,2142,public,0.4,0.142,0,-0.059
S1173,2626,other,male,-0.098,15.991,2142,public,0.4,0.142,0,-0.059
S1174,2626,other,male,0.122,10.53,2142,public,0.4,0.142,0,-0.059
S1175,2626,other,male,0.062,11.221,2142,public,0.4,0.142,0,-0.059
S1176,2626,other,male,0.892,24.812,2142,public,0.4,0.142,0,-0.059
S1177,2626,other,female,-0.118,13.897,2142,public,0.4,0.142,0,-0.059
S1178,2626,other,female,-0.688,2.57,2142,public,0.4,0.142,0,-0.059
S1179,2626,other,male,-0.708,10.167,2142,public,0.4,0.142,0,-0.059
S1180,2626,other,female,0.072,15.783,2142,public,0.4,0.142,0,-0.059
S1181,2626,other,female,0.012,15.397,2142,public,0.4,0.142,0,-0.059
S1182,2626,other,female,-0.098,17.411,2142,public,0.4,0.142,0,-0.059
S1183,2626,other,male,0.062,6.759,2142,public,0.4,0.142,0,-0.059
S1184,2626,other,female,-0.258,17.917,2142,public,0.4,0.142,0,-0.059
S1185,2626,other,female,0.402,6.745,2142,public,0.4,0.142,0,-0.059
S1186,2626,other,male,-0.248,15.246,2142,public,0.4,0.142,0,-0.059
S1187,2626,other,female,0.482,7.693,2142,public,0.4,0.142,0,-0.059
S1188,2626,other,male,0.562,18.336,2142,public,0.4,0.142,0,-0.059
S1189,2626,other,male,-0.358,7.089,2142,public,0.4,0.142,0,-0.059
S1190,2626,other,male,-0.428,8.64,2142,public,0.4,0.142,0,-0.059
S1191,2626,other,male,0.062,21.656,2142,public,0.4,0.142,0,-0.059
S1192,2626,other,male,0.072,22.421,2142,public,0.4,0.142,0,-0.059
S1193,2629,minority,male,0.622,18.301,1314,catholic,0.81,-0.613,0,-0.132
S1194,2629,other,male,0.422,16.488,1314,catholic,0.81,-0.613,0,-0.132
S1195,2629,minority,male,0.942,11.437,1314,catholic,0.81,-0.613,0,-0.132
S1196,2629,minority,male,-0.358,19.78,1314,catholic,0.81,-0.613,0,-0.132
S1197,2629,other,male,0.132,19.628,1314,catholic,0.81,-0.613,0,-0.132
S1198,2629,other,male,-0.118,21.665,1314,catholic,0.81,-0.613,0,-0.132
S1199,2629,other,male,-0.688,10.63,1314,catholic,0.81,-0.613,0,-0.132
S1200,2629,minority,male,-0.328,16.231,1314,catholic,0.81,-0.613,0,-0.132
S1201,2629,other,male,-0.278,20.891,1314,catholic,0.81,-0.613,0,-0.132
S1202,2629,other,male,0.602,2.882,1314,catholic,0.81,-0.613,0,-0.132
S1203,2629,minority,male,-0.028,10.861,1314,catholic,0.81,-0.613,0,-0.132
S1204,2629,other,male,-0.768,14.691,1314,catholic,0.81,-0.613,0,-0.132
S1205,2629,other,male,-0.418,12.327,1314,catholic,0.81,-0.613,0,-0.132
S1206,2629,other,male,0.482,3.599,1314,catholic,0.81,-0.613,0,-0.132
S1207,2629,minority,male,1.212,23.792,1314,catholic,0.81,-0.613,0,-0.132
S1208,2629,other,male,0.502,15.18,1314,catholic,0.81,-0.613,0,-0.132
S1209,2629,minority,male,1.302,21.592,1314,catholic,0.81,-0.613,0,-0.132
S1210,2629,other,male,-0.148,19.242,1314,catholic,0.81,-0.613,0,-0.132
S1211,2629,other,male,-0.138,14.189,1314,catholic,0.81,-0.613,0,-0.132
S1212,2629,minority,male,0.422,12.134,1314,catholic,0.81,-0.613,0,-0.132
S1213,2629,other,male,-0.708,13.097,1314,catholic,0.81,-0.613,0,-0.132
S1214,2629,other,male,0.352,13.913,1314,catholic,0.81,-0.613,0,-0.132
S1215,2629,other,male,-0.148,11.437,1314,catholic,0.81,-0.613,0,-0.132
S1216,2629,other,male,-0.318,11.116,1314,catholic,0.81,-0.613,0,-0.132
S1217,2629,other,male,-0.768,19.111,1314,catholic,0.81,-0.613,0,-0.132
S1218,2629,minority,male,0.302,9.026,1314,catholic,0.81,-0.613,0,-0.132
S1219,2629,other,male,0.862,11.476,1314,catholic,0.81,-0.613,0,-0.132
S1220,2629,other,male,0.422,19.188,1314,catholic,0.81,-0.613,0,-0.132
S1221,2629,minority,male,0.122,22.354,1314,catholic,0.81,-0.613,0,-0.132
S1222,2629,other,male,0.892,4.099,1314,catholic,0.81,-0.613,0,-0.132
S1223,2629,other,male,-0.998,22.507,1314,catholic,0.81,-0.613,0,-0.132
S1224,2629,other,male,-0.738,21.076,1314,catholic,0.81,-0.613,0,-0.132
S1225,2629,other,male,0.212,9.696,1314,catholic,0.81,-0.613,0,-0.132
S1226,2629,other,male,-0.228,11.684,1314,catholic,0.81,-0.613,0,-0.132
S1227,2629,other,male,-1.448,5.547,1314,catholic,0.81,-0.613,0,-0.132
S1228,2629,other,male,-0.828,16.089,1314,catholic,0.81,-0.613,0,-0.132
S1229,2629,other,male,0.152,22.193,1314,catholic,0.81,-0.613,0,-0.132
S1230,2629,other,male,0.242,13.635,1314,catholic,0.81,-0.613,0,-0.132
S1231,2629,minority,male,0.652,16.748,1314,catholic,0.81,-0.613,0,-0.132
S1232,2629,other,male,-1.268,14.209,1314,catholic,0.81,-0.613,0,-0.132
S1233,2629,other,male,-1.138,19.688,1314,catholic,0.81,-0.613,0,-0.132
S1234,2629,other,male,-0.078,18.323,1314,catholic,0.81,-0.613,0,-0.132
S1235,2629,other,male,-0.468,11.32,1314,catholic,0.81,-0.613,0,-0.132
S1236,2629,minority,male,0.252,15.967,1314,catholic,0.81,-0.613,0,-0.132
S1237,2629,other,male,-0.298,17.776,1314,catholic,0.81,-0.613,0,-0.132
S1238,2629,other,male,-0.988,7.213,1314,catholic,0.81,-0.613,0,-0.132
S1239,2629,other,male,-0.978,15.864,1314,catholic,0.81,-0.613,0,-0.132
S1240,2629,other,male,-0.688,16.306,1314,catholic,0.81,-0.613,0,-0.132
S1241,2629,other,male,-1.018,6.611,1314,catholic,0.81,-0.613,0,-0.132
S1242,2629,other,male,0.282,14.444,1314,catholic,0.81,-0.613,0,-0.132
S1243,2629,other,male,-0.708,14.218,1314,catholic,0.81,-0.613,0,-0.132
S1244,2629,other,male,-0.048,10.781,1314,catholic,0.81,-0.613,0,-0.132
S1245,2629,other,male,0.042,13.667,1314,catholic,0.81,-0.613,0,-0.132
S1246,2629,other,male,1.262,19.931,1314,catholic,0.81,-0.613,0,-0.132
S1247,2629,other,male,-1.888,13.217,1314,catholic,0.81,-0.613,0,-0.132
S1248,2629,other,male,-0.598,17.705,1314,catholic,0.81,-0.613,0,-0.132
S1249,2629,other,male,-0.918,22.971,1314,catholic,0.81,-0.613,0,-0.132
S1250,2639,minority,female,-0.658,10.647,2713,public,0.14,-0.282,1,-0.958
S1251,2639,minority,female,-1.088,4.819,2713,public,0.14,-0.282,1,-0.958
S1252,2639,minority,female,-2.078,3.139,2713,public,0.14,-0.282,1,-0.958
S1253,2639,minority,female,-1.128,5.241,2713,public,0.14,-0.282,1,-0.958
S1254,2639,minority,male,-1.308,17.968,2713,public,0.14,-0.282,1,-0.958
S1255,2639,minority,male,0.172,1.02,2713,public,0.14,-0.282,1,-0.958
S1256,2639,minority,female,-0.178,2.908,2713,public,0.14,-0.282,1,-0.958
S1257,2639,minority,female,-1.178,2.006,2713,public,0.14,-0.282,1,-0.958
S1258,2639,minority,male,-0.128,3.757,2713,public,0.14,-0.282,1,-0.958
S1259,2639,minority,male,-0.558,2.776,2713,public,0.14,-0.282,1,-0.958
S1260,2639,minority,female,-1.348,16.579,2713,public,0.14,-0.282,1,-0.958
S1261,2639,minority,female,-1.318,5.147,2713,public,0.14,-0.282,1,-0.958
S1262,2639,minority,male,-1.218,23.056,2713,public,0.14,-0.282,1,-0.958
S1263,2639,minority,male,-0.478,2.212,2713,public,0.14,-0.282,1,-0.958
S1264,2639,minority,male,-1.108,6.535,2713,public,0.14,-0.282,1,-0.958
S1265,2639,minority,female,-0.898,10.127,2713,public,0.14,-0.282,1,-0.958
S1266,2639,minority,female,-1.738,4.773,2713,public,0.14,-0.282,1,-0.958
S1267,2639,minority,male,-0.628,2.132,2713,public,0.14,-0.282,1,-0.958
S1268,2639,minority,female,-1.368,10.793,2713,public,0.14,-0.282,1,-0.958
S1269,2639,minority,male,-0.368,8.065,2713,public,0.14,-0.282,1,-0.958
S1270,2639,minority,male,-0.748,-1.482,2713,public,0.14,-0.282,1,-0.958
S1271,2639,minority,female,0.302,6.597,2713,public,0.14,-0.282,1,-0.958
S1272,2639,minority,male,-1.098,9.631,2713,public,0.14,-0.282,1,-0.958
S1273,2639,minority,female,-1.788,2.227,2713,public,0.14,-0.282,1,-0.958
S1274,2639,minority,female,0.102,4.676,2713,public,0.14,-0.282,1,-0.958
S1275,2639,minority,female,-0.668,-0.831,2713,public,0.14,-0.282,1,-0.958
S1276,2639,minority,female,-2.128,4.897,2713,public,0.14,-0.282,1,-0.958
S1277,2639,minority,female,-0.888,6.166,2713,public,0.14,-0.282,1,-0.958
S1278,2639,minority,female,-0.948,3.861,2713,public,0.14,-0.282,1,-0.958
S1279,2639,minority,male,-1.448,11.041,2713,public,0.14,-0.282,1,-0.958
S1280,2639,minority,female,-2.018,-1.892,2713,public,0.14,-0.282,1,-0.958
S1281,2639,minority,female,-1.128,2.699,2713,public,0.14,-0.282,1,-0.958
S1282,2639,minority,male,-1.788,13.295,2713,public,0.14,-0.282,1,-0.958
S1283,2639,minority,male,-1.088,-0.763,2713,public,0.14,-0.282,1,-0.958
S1284,2639,minority,female,-0.538,13.807,2713,public,0.14,-0.282,1,-0.958
S1285,2639,minority,male,-1.138,3.089,2713,public,0.14,-0.282,1,-0.958
S1286,2639,minority,male,-0.138,20.618,2713,public,0.14,-0.282,1,-0.958
S1287,2639,minority,male,-1.458,8.978,2713,public,0.14,-0.282,1,-0.958
S1288,2639,minority,female,-1.518,6.208,2713,public,0.14,-0.282,1,-0.958
S1289,2639,minority,female,-1.228,11.076,2713,public,0.14,-0.282,1,-0.958
S1290,2639,minority,female,-0.058,0.42,2713,public,0.14,-0.282,1,-0.958
S1291,2639,minority,male,-0.498,9.832,2713,public,0.14,-0.282,1,-0.958
S1292,2651,other,male,-0.448,9.962,1524,public,0.22,1.136,0,0.069
S1293,2651,other,male,-1.088,8.016,1524,public,0.22,1.136,0,0.069
S1294,2651,other,female,0.542,12.146,1524,public,0.22,1.136,0,0.069
S1295,2651,other,female,0.532,20.648,1524,public,0.22,1.136,0,0.069
S1296,2651,other,female,-0.808,9.011,1524,public,0.22,1.136,0,0.069
S1297,2651,other,female,-0.008,12.2,1524,public,0.22,1.136,0,0.069
S1298,2651,other,male,-0.278,16.845,1524,public,0.22,1.136,0,0.069
S1299,2651,other,female,0.592,15.189,1524,public,0.22,1.136,0,0.069
S1300,2651,other,male,0.262,5.889,1524,public,0.22,1.136,0,0.069
S1301,2651,other,male,0.612,7.195,1524,public,0.22,1.136,0,0.069
S1302,2651,other,female,-0.188,4.706,1524,public,0.22,1.136,0,0.069
S1303,2651,other,male,0.072,12.156,1524,public,0.22,1.136,0,0.069
S1304,2651,other,female,0.152,11.076,1524,public,0.22,1.136,0,0.069
S1305,2651,other,male,-0.118,3.992,1524,public,0.22,1.136,0,0.069
S1306,2651,other,male,0.882,17.492,1524,public,0.22,1.136,0,0.069
S1307,2651,other,male,1.422,22.492,1524,public,0.22,1.136,0,0.069
S1308,2651,other,female,0.062,2.255,1524,public,0.22,1.136,0,0.069
S1309,2651,other,male,0.252,6.873,1524,public,0.22,1.136,0,0.069
S1310,2651,other,male,0.042,8.364,1524,public,0.22,1.136,0,0.069
S1311,2651,other,female,0.032,22.245,1524,public,0.22,1.136,0,0.069
S1312,2651,other,male,-0.908,16.992,1524,public,0.22,1.136,0,0.069
S1313,2651,other,male,0.012,23.992,1524,public,0.22,1.136,0,0.069
S1314,2651,other,female,-0.888,8.1,1524,public,0.22,1.136,0,0.069
S1315,2651,other,male,-0.398,14.937,1524,public,0.22,1.136,0,0.069
S1316,2651,other,male,0.142,10.816,1524,public,0.22,1.136,0,0.069
S1317,2651,other,female,-0.528,-1.923,1524,public,0.22,1.136,0,0.069
S1318,2651,other,female,0.162,13.972,1524,public,0.22,1.136,0,0.069
S1319,2651,other,male,0.612,18.038,1524,public,0.22,1.136,0,0.069
S1320,2651,other,male,0.952,21.981,1524,public,0.22,1.136,0,0.069
S1321,2651,other,female,0.522,12.432,1524,public,0.22,1.136,0,0.069
S1322,2651,other,male,0.802,13.055,1524,public,0.22,1.136,0,0.069
S1323,2651,other,female,-0.338,-0.687,1524,public,0.22,1.136,0,0.069
S1324,2651,other,female,-1.768,4.97,1524,public,0.22,1.136,0,0.069
S1325,2651,other,female,-0.008,2.983,1524,public,0.22,1.136,0,0.069
S1326,2651,other,male,0.552,8.997,1524,public,0.22,1.136,0,0.069
S1327,2651,other,male,0.782,20.663,1524,public,0.22,1.136,0,0.069
S1328,2651,minority,female,0.542,5.678,1524,public,0.22,1.136,0,0.069
S1329,2651,minority,male,-0.368,-2.544,1524,public,0.22,1.136,0,0.069
S1330,2655,minority,male,-1.038,15.129,2475,public,0.35,-0.378,1,-0.696
S1331,2655,minority,female,0.032,7.248,2475,public,0.35,-0.378,1,-0.696
S1332,2655,minority,female,-1.498,7.582,2475,public,0.35,-0.378,1,-0.696
S1333,2655,minority,female,-1.178,10.892,2475,public,0.35,-0.378,1,-0.696
S1334,2655,minority,male,-0.078,19.962,2475,public,0.35,-0.378,1,-0.696
S1335,2655,minority,male,-0.858,22.18,2475,public,0.35,-0.378,1,-0.696
S1336,2655,minority,female,-1.198,6.248,2475,public,0.35,-0.378,1,-0.696
S1337,2655,other,female,-0.968,5.108,2475,public,0.35,-0.378,1,-0.696
S1338,2655,minority,male,-0.368,4.976,2475,public,0.35,-0.378,1,-0.696
S1339,2655,minority,male,-0.078,13.933,2475,public,0.35,-0.378,1,-0.696
S1340,2655,other,female,-0.668,17.89,2475,public,0.35,-0.378,1,-0.696
S1341,2655,minority,female,-0.878,5.999,2475,public,0.35,-0.378,1,-0.696
S1342,2655,other,male,-1.008,8.547,2475,public,0.35,-0.378,1,-0.696
S1343,2655,minority,female,-1.308,12.407,2475,public,0.35,-0.378,1,-0.696
S1344,2655,minority,male,-0.548,14.811,2475,public,0.35,-0.378,1,-0.696
S1345,2655,minority,female,-1.308,15.9,2475,public,0.35,-0.378,1,-0.696
S1346,2655,minority,male,-0.858,12.09,2475,public,0.35,-0.378,1,-0.696
S1347,2655,minority,female,-0.338,3.715,2475,public,0.35,-0.378,1,-0.696
S1348,2655,other,female,-0.168,21.934,2475,public,0.35,-0.378,1,-0.696
S1349,2655,minority,male,-0.568,16.625,2475,public,0.35,-0.378,1,-0.696
S1350,2655,minority,female,-0.418,12.526,2475,public,0.35,-0.378,1,-0.696
S1351,2655,minority,male,-0.848,4.066,2475,public,0.35,-0.378,1,-0.696
S1352,2655,minority,female,-1.518,14.117,2475,public,0.35,-0.378,1,-0.696
S1353,2655,minority,female,-2.188,3.28,2475,public,0.35,-0.378,1,-0.696
S1354,2655,minority,female,-0.948,20.533,2475,public,0.35,-0.378,1,-0.696
S1355,2655,minority,male,0.242,13.168,2475,public,0.35,-0.378,1,-0.696
S1356,2655,minority,female,-0.808,14.41,2475,public,0.35,-0.378,1,-0.696
S1357,2655,minority,female,-0.708,14.318,2475,public,0.35,-0.378,1,-0.696
S1358,2655,minority,female,-1.818,-1.725,2475,public,0.35,-0.378,1,-0.696
S1359,2655,minority,female,-1.828,-0.625,2475,public,0.35,-0.378,1,-0.696
S1360,2655,minority,female,0.132,14.746,2475,public,0.35,-0.378,1,-0.696
S1361,2655,minority,female,-0.668,16.068,2475,public,0.35,-0.378,1,-0.696
S1362,2655,other,female,-0.358,19.514,2475,public,0.35,-0.378,1,-0.696
S1363,2655,other,female,-1.608,1.27,2475,public,0.35,-0.378,1,-0.696
S1364,2655,other,male,0.442,22.559,2475,public,0.35,-0.378,1,-0.696
S1365,2655,minority,female,0.902,17.231,2475,public,0.35,-0.378,1,-0.696
S1366,2655,minority,male,-0.418,11.087,2475,public,0.35,-0.378,1,-0.696
S1367,2655,minority,male,-1.448,18.557,2475,public,0.35,-0.378,1,-0.696
S1368,2655,minority,male,-0.808,14.52,2475,public,0.35,-0.378,1,-0.696
S1369,2655,minority,female,-0.878,15.01,2475,public,0.35,-0.378,1,-0.696
S1370,2655,minority,male,-0.318,12.504,2475,public,0.35,-0.378,1,-0.696
S1371,2655,minority,female,-0.778,4.541,2475,public,0.35,-0.378,1,-0.696
S1372,2655,other,male,-1.208,7.949,2475,public,0.35,-0.378,1,-0.696
S1373,2655,minority,male,-0.748,16.614,2475,public,0.35,-0.378,1,-0.696
S1374,2655,minority,female,-0.678,7.448,2475,public,0.35,-0.378,1,-0.696
S1375,2655,minority,female,-0.558,8.571,2475,public,0.35,-0.378,1,-0.696
S1376,2655,minority,male,-1.288,4.961,2475,public,0.35,-0.378,1,-0.696
S1377,2655,minority,male,-0.208,15.57,2475,public,0.35,-0.378,1,-0.696
S1378,2655,minority,female,-0.548,17.205,2475,public,0.35,-0.378,1,-0.696
S1379,2655,minority,female,0.482,20.854,2475,public,0.35,-0.378,1,-0.696
S1380,2655,other,female,0.162,14.665,2475,public,0.35,-0.378,1,-0.696
S1381,2655,other,male,-0.368,23.261,2475,public,0.35,-0.378,1,-0.696
S1382,2658,other,female,-0.028,7.02,780,catholic,0.79,-0.961,0,0.444
S1383,2658,other,male,1.222,11.371,780,catholic,0.79,-0.961,0,0.444
S1384,2658,other,female,0.702,9.459,780,catholic,0.79,-0.961,0,0.444
S1385,2658,other,female,1.422,12.779,780,catholic,0.79,-0.961,0,0.444
S1386,2658,other,female,-0.398,5.368,780,catholic,0.79,-0.961,0,0.444
S1387,2658,other,female,0.252,19.28,780,catholic,0.79,-0.961,0,0.444
S1388,2658,other,female,0.952,12.86,780,catholic,0.79,-0.961,0,0.444
S1389,2658,other,male,0.942,23.447,780,catholic,0.79,-0.961,0,0.444
